"","business_id","sug1","sug2","sug3","sug4_byattribute"
"4487","qsDxZtF-tauBMHl_NZYssw","Train your waiters to be more friendly.","The waiting time for customers may be too long. Shorten that time benefits your business! ","Parking lots create convinience for your customers. More parking places can increase your rating!"," Provide BusinessParking will increase 0.25 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4488","QSfFgtcIrFHMs3_TVXjCLA","The waiting time for customers may be too long. Shorten that time benefits your business! ","Making better coffee is a good way to increase rating.","Since your location may be difficult to find, a marked sign can help a lot."," Provide BusinessParking will increase 0.25 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4489","QSGerT1enEKlvJnYkwthHQ","The waiting time for customers may be too long. Shorten that time benefits your business! ","Train your waiters to be more friendly.","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4490","qSNGooHe2XPOJMZI1mu-LQ","Since your location may be difficult to find, a marked sign can help a lot.","The waiting time for customers may be too long. Shorten that time benefits your business! ","Loud enviroment can drive people crazy. Try to control the noise in your restaurant.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4491","qSQWoKgldxhMG9CKwwzt9g","Train your waiters to be more courteous.","Make your table more clean.","Having table for large group can attract more customers.","Provide cater will increase 0.2 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4492","QtKvfxU0ooLsiHasg7KHmw","The waiting time for customers may be too long. Shorten that time benefits your business! ","Loud enviroment can drive people crazy. Try to control the noise in your restaurant.","Train your waiters to be more courteous.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4493","qTxyr3QWe01S_K4Cw8On5g","Train your waiters to be more warm to customers.","The waiting time for customers may be too long. Shorten that time benefits your business! ","Fresh food is essential for your business. Keep the materials fresh!","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4494","QUf4G9up0mUtm9e_xUszRw","Train your waiters to be more courteous.","Loud enviroment can drive people crazy. Try to control the noise in your restaurant.","Keep your kitchen clean.","Provide cater will increase 0.2 star for you. Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4495","QUixlABDRhQrmPy1807Ecw","The waiting time for customers may be too long. Shorten that time benefits your business! ","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Having happy hour in your restaurant can make your restaurant more popular."," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4496","quK3AvNlQ3RF90JsT4tZNA","Fresh food is essential for your business. Keep the materials fresh!","Being a nice place for family benefits your business.","Making better coffee is a good way to increase rating."," Provide BusinessParking will increase 0.25 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
"4497","qUkd14n2uMXEboKOwYw8uQ","The waiting time for customers may be too long. Shorten that time benefits your business! ","Sports games make customers excited. It would be great if you can play the sport games on your TV!","Parking lots create convinience for your customers. More parking places can increase your rating!","Provide cater will increase 0.2 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Re-considering pricing strategy may increase up to 0.2 star for you."
"4498","QUlgewKSpXGoPDVU03BUGg","Train your waiters to be more courteous.","Parking lots create convinience for your customers. More parking places can increase your rating!","Fresh food is essential for your business. Keep the materials fresh!","Provide cater will increase 0.2 star for you. Provide good breakfast will increase 0.05 star for you. Provide wine and beer will increase 0.15 star for you. Kids being noisy may decrease 0.2 star for you. Loud noise may decrease up to 0.5 star for you! So please keep quiet. Provie outdoor seating will increase 0.09 star for you. Re-considering pricing strategy may increase up to 0.2 star for you."
